"","text.X","text.text"
"1661",1661,"В Челябинске задержали тюменца с поддельными 5-тысячными купюрами #новости #фальшивка #деньги http://t.co/kVKwMcwHfS"
"1662",1662,"В церкви Челябинска держали в плену алкоголиков и наркоманов #новости #плен #церковь http://t.co/vD7PkJXmxi"
"1663",1663,"«Жигули» устроила аварию на 3 машины у парковки: есть пострадавшие #новости #парковка #авария http://t.co/NDsSyJl0JH"
"1664",1664,"Охранник челябинского бара задохнулся в дыму при пожаре #новости #пожар #бар http://t.co/zNPnu9cSbn"
"1665",1665,"Василий Кошечкин признан лучшим вратарем на финише регулярного чемпионата КХЛ #новости #КХЛ #Кошечкин http://t.co/UfXneO43df"
"1666",1666,"Школьники из Озерска сделали протезы для спасенной в морозы утки #новости #Озерск #протез #утка http://t.co/WcUeU0fuW5"
"1667",1667,"Челябинцу, дважды «минировавшему» ТРК, добавили 2, 5 года «строгача» #новости #теракт #суд http://t.co/bnP50zTRHq"
"1668",1668,"Девушку из Челябинска арестовали на Мальдивах по подозрению в перевозке наркотиков #новости #Мальдывы ... http://t.co/z1WAgb6Y51"
"1669",1669,"Безрукий лыжник из Магнитогорска не попал на Паралимпиаду из-за отсутствия спортивного кода #новости #... http://t.co/VEBsXGwzX7"
"1670",1670,"Полицейские разыскивают школьника, пропавшего из детского дома #новости #розыск #побег http://t.co/0gjRwig7aE"
"1671",1671,"Дубровский обратился к женщинам Южного Урала, как к своей матери #новости #БорисДубровский #8_марта http://t.co/mCuILpCB0J"
